claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
4011,23,F,0,82,31349,1,1,Rent,80002,8/22/2015,Saturday,Parking Lot,2,0,24,Phone,0,4964.111989,5,Large,11309.54363,other,5258.585291,0
4012,44,M,1,93,37853,0,0,Rent,85004,2/13/2016,Saturday,Local,0,0,2,Broker,1,2656.06053,4,Medium,19719.8728,black,35458.53461,0
4014,27,F,1,80,32956,0,0,Rent,85061,1/3/2016,Sunday,Parking Lot,0,0,77,Online,0,3406.226549,9,Medium,30899.44337,blue,22192.80067,0
4015,65,M,1,78,41751,1,0,Rent,50021,4/4/2016,Monday,Local,0,1,8,Broker,0,2581.682929,13,Medium,11207.08918,gray,17434.88784,0
4017,46,F,0,91,38281,1,1,Own,15049,5/23/2015,Saturday,Parking Lot,1,0,93,Phone,0,2258.825038,5,Large,21628.0596,red,23169.54516,0
4020,32,F,0,83,34668,0,1,Own,20118,11/1/2015,Sunday,Parking Lot,1,1,94,Broker,1,4096.9338,4,Medium,15289.3218,gray,19730.01789,0
4021,53,F,1,78,39708,0,1,Own,50028,11/30/2015,Monday,Highway,2,0,3,Broker,1,4071.806905,6,Compact,22385.58475,other,21249.88532,0
4022,39,F,1,77,36641,1,0,Own,50052,7/20/2015,Monday,Local,1,0,10,Broker,1,3294.821451,2,Large,54728.88807,red,36145.15128,0
4023,53,M,0,90,39695,1,1,Own,20105,10/25/2016,Tuesday,Highway,4,0,12,Broker,1,8362.026437,4,Large,8342.010359,gray,28318.09285,0
4029,51,M,1,85,39299,0,1,Own,50011,9/19/2016,Monday,Parking Lot,0,0,89,Phone,1,3949.262193,6,Large,13582.34066,other,26314.36717,0
4030,62,M,0,74,41268,1,0,Own,15054,12/12/2015,Saturday,Parking Lot,0,0,99,Broker,0,4187.352536,4,Medium,13439.30044,white,12030.03065,0
4031,30,M,1,75,34014,1,1,Own,85055,3/18/2015,Wednesday,Local,1,0,49,Phone,1,6357.75933,5,Medium,25403.69846,black,33840.97329,0
4036,52,F,1,78,39502,1,1,Own,20109,6/29/2015,Monday,Highway,0,1,51,Phone,1,5382.483429,11,Compact,7079.103991,red,35417.54821,0
4037,34,M,1,85,35254,1,1,Own,15009,9/26/2015,Saturday,Highway,0,0,96,Broker,1,5612.823429,3,Medium,10292.55306,silver,8067.08784,0
4039,46,F,0,88,38312,1,0,Own,80003,7/16/2016,Saturday,Highway,0,0,30,Phone,0,4694.02513,4,Medium,37882.19232,red,14729.63575,0
4042,74,F,1,68,43043,1,1,Own,50049,4/4/2015,Saturday,Parking Lot,3,0,57,Broker,1,5204.859135,3,Medium,16914.36116,blue,38094.3311,0
4043,40,F,0,96,36907,0,1,Own,85046,2/5/2016,Friday,Local,0,0,56,Broker,0,3042.323959,5,Large,15895.68639,red,15871.10723,0
4044,42,F,1,67,37378,1,0,Rent,50047,3/24/2016,Thursday,Highway,0,0,71,Broker,0,4006.127651,5,Large,23427.73961,black,27197.64199,1
4045,36,F,0,65,35833,1,0,Rent,80104,2/13/2015,Friday,Local,0,1,97,Broker,1,1994.773186,7,Medium,25372.03811,blue,12908.24798,0
4046,59,F,NA,78,40785,1,0,Own,15033,2/12/2015,Thursday,Parking Lot,0,0,45,Broker,1,5880.659059,4,Large,9792.047015,other,27196.23877,0
4047,29,F,0,71,33666,1,0,Rent,20149,5/11/2016,Wednesday,Parking Lot,0,0,50,Online,0,2885.143957,7,Medium,17347.98125,other,29384.53758,0
4048,25,M,1,63,32194,1,1,Rent,85039,12/17/2016,Saturday,Highway,1,0,86,Online,1,3349.457183,4,Medium,13482.27578,gray,46723.43779,1
4049,48,M,0,57,38717,1,1,Rent,80028,6/22/2016,Wednesday,Highway,0,1,2,Broker,1,4704.646504,5,Compact,78805.81489,red,8575.260731,1
4050,28,M,1,55,33307,1,1,Rent,80002,1/13/2016,Wednesday,Local,1,0,47,Online,1,4197.87162,7,Medium,11650.59629,silver,15545.61416,0
4051,36,F,1,67,35833,1,1,Own,50025,9/15/2015,Tuesday,Parking Lot,0,0,77,Broker,0,7818.056165,4,Compact,45037.95028,silver,16016.498,0
4052,51,M,1,87,39312,1,0,Rent,80030,9/18/2015,Friday,Highway,1,1,50,Broker,0,11108.60404,5,Medium,17020.22623,gray,8949.544123,0
4053,48,F,1,14,38703,1,1,Own,15050,8/23/2016,Tuesday,Local,1,0,5,Broker,0,9500.319175,4,Compact,26880.00054,blue,29506.70123,0
4058,30,F,0,81,34005,1,0,Rent,50043,5/30/2015,Saturday,Parking Lot,2,0,98,Phone,0,3233.819442,3,Compact,16857.656,white,33247.02641,0
4061,29,M,1,59,33659,1,1,Own,20124,6/2/2016,Thursday,Highway,0,1,69,Online,1,4353.263359,10,Compact,21899.22851,gray,25379.38699,0
4063,40,F,0,36,36895,0,0,Rent,20120,2/4/2015,Wednesday,Local,0,1,2,Broker,1,2761.736983,9,Medium,16869.43419,white,31379.08825,0
4067,44,M,1,52,37842,1,1,Rent,50049,4/20/2015,Monday,Parking Lot,0,0,91,Broker,1,2752.266717,4,Large,9644.575391,blue,35025.21146,0
4068,46,F,1,51,38295,1,1,Rent,50055,3/31/2015,Tuesday,Highway,0,1,100,Broker,1,6448.613532,5,Medium,23215.8554,gray,10327.32586,0
4070,50,M,0,84,39127,1,0,Rent,50020,7/8/2015,Wednesday,Highway,0,1,83,Broker,1,4082.892987,5,Medium,23022.32075,silver,29313.59645,0
4071,41,M,1,82,37138,1,0,Rent,15020,2/26/2016,Friday,Local,0,0,73,Broker,0,3363.985296,4,Compact,26204.09561,white,9618.385829,0
4073,26,M,0,59,32575,1,1,Rent,80027,11/5/2015,Thursday,Highway,1,1,30,Online,1,4662.128318,5,Medium,19271.29275,silver,15836.59286,1
4074,54,F,1,84,39896,1,0,Own,15054,10/11/2016,Tuesday,Local,0,0,51,Phone,1,3706.556177,9,Large,33133.12865,gray,24532.08699,0
4076,37,M,1,61,36095,1,0,Rent,80042,11/23/2016,Wednesday,Local,1,0,56,Phone,1,13375.6729,6,Medium,6905.402701,blue,31553.83168,0
4077,28,M,0,77,33324,0,1,Rent,80020,3/24/2015,Tuesday,Parking Lot,1,NA,68,Online,1,2456.229029,7,Compact,20129.67713,silver,14511.94642,0
4078,35,F,1,75,35544,1,0,Own,20158,10/23/2016,Sunday,Local,0,0,46,Broker,1,3933.323768,6,Medium,22930.08246,gray,20410.65244,1
4082,27,F,1,82,32942,1,1,Own,15027,6/26/2016,Sunday,Local,1,0,51,Online,1,4425.886434,4,Large,16031.20802,white,23848.14677,0
4083,49,F,1,87,38918,1,1,Own,15052,1/22/2016,Friday,Local,0,1,94,Broker,0,5194.527335,3,Large,22510.30728,other,34020.10146,0
4085,54,M,1,92,39901,0,1,Rent,80033,3/4/2015,Wednesday,Highway,1,0,77,Phone,1,7536.444352,9,Compact,12712.19136,gray,7203.441816,1
4086,38,M,1,74,36385,0,1,Own,15019,1/13/2016,Wednesday,Local,1,0,98,Broker,1,5093.682133,4,Medium,29032.49164,black,9820.311121,0
4088,41,F,0,80,37134,1,1,Own,85001,12/20/2015,Sunday,Parking Lot,0,1,9,Broker,1,5507.478072,2,Compact,13847.76323,black,20502.46206,0
4089,44,F,1,30,37840,0,1,Rent,85033,6/30/2015,Tuesday,Local,0,0,78,Online,0,8141.09554,4,Compact,21381.6184,red,27587.57566,1
4090,32,F,1,63,34684,1,1,Own,85006,5/9/2016,Monday,Highway,2,0,15,Broker,1,8770.558487,4,Medium,29241.82653,white,40865.43642,0
4091,30,F,1,73,34002,1,1,Own,15028,3/26/2015,Thursday,Highway,0,1,56,Broker,1,4959.452299,3,Compact,16925.85046,red,22958.92699,0
4093,44,F,1,87,37820,0,0,Rent,50021,2/8/2015,Sunday,Highway,0,0,49,Broker,0,1770.520307,8,Medium,21078.55845,gray,16469.79394,0
4097,37,F,0,95,36105,1,0,Own,50054,6/14/2015,Sunday,Local,0,0,8,Broker,0,8128.247854,8,Medium,16569.49946,silver,8639.738752,0
4098,44,M,1,93,37851,0,1,Rent,50058,9/4/2015,Friday,Local,0,0,24,Broker,0,6121.767206,4,Compact,13611.68361,white,25454.72128,0
4100,33,F,0,77,34960,1,1,Rent,20160,6/9/2015,Tuesday,Parking Lot,0,0,93,Broker,1,10492.56703,7,Medium,19461.92269,red,24738.61621,0
4101,27,M,0,14,32946,0,1,Rent,15050,11/22/2016,Tuesday,Highway,0,0,96,Phone,1,4151.308494,4,Large,40567.94987,silver,5957.18543,0
4102,39,M,0,62,36640,0,0,Own,85048,5/6/2015,Wednesday,Local,0,0,55,Phone,0,9299.631844,3,Large,19890.63584,white,31837.13515,0
4106,45,M,1,83,38074,0,1,Own,80047,12/26/2015,Saturday,Local,3,0,90,Phone,1,1639.818064,4,Medium,29242.43139,silver,22997.85831,1
4108,67,F,1,85,42041,1,1,Rent,80011,11/6/2016,Sunday,Local,0,0,6,Broker,0,4657.960016,5,Medium,11530.10532,black,18061.30696,0
4109,34,F,1,62,35270,1,1,Own,15009,9/12/2015,Saturday,Local,0,1,50,Broker,1,7675.836928,6,Compact,21491.77308,black,18380.9183,0
4111,35,F,0,79,35558,1,1,Rent,20117,4/25/2015,Saturday,Local,0,0,9,Broker,1,8827.836857,1,Medium,17318.10315,white,13483.26677,0
4115,42,F,0,85,37389,1,1,Own,20108,8/5/2016,Friday,Local,0,0,50,Phone,1,4436.876726,4,Compact,14809.99627,other,53687.63205,1
4116,33,M,1,54,34970,0,0,Rent,20158,5/15/2015,Friday,Local,1,0,91,Broker,0,3201.249641,6,Compact,46003.72183,black,30155.59243,0
4117,49,F,1,79,38931,0,1,Own,20151,1/12/2015,Monday,Parking Lot,0,0,44,Online,0,5107.661965,5,Medium,34547.49092,other,13434.94851,0
4120,21,F,1,74,30443,1,0,Rent,20120,7/19/2015,Sunday,Local,1,0,45,Phone,0,4396.914965,4,Medium,44411.2287,red,14572.36796,0
4123,31,F,1,61,34332,0,1,Rent,50020,8/8/2015,Saturday,Highway,0,0,98,Broker,0,4382.109343,2,Medium,24530.51809,red,20202.95294,0
4129,62,M,1,85,41279,0,1,Own,80016,5/29/2015,Friday,Local,0,0,33,Broker,1,6027.495733,8,Medium,20020.53097,gray,12648.82348,0
4130,28,F,1,75,33329,1,1,Rent,15010,11/9/2015,Monday,Parking Lot,0,0,37,Online,0,3834.047748,4,Medium,13465.00341,red,19866.28198,0
4132,64,M,1,76,41589,0,1,Own,50029,7/23/2016,Saturday,Local,0,0,2,Broker,1,4655.919285,9,Medium,17719.28065,blue,26701.51273,0
4135,25,F,0,71,32194,0,0,Own,80038,11/30/2016,Wednesday,Parking Lot,0,0,82,Phone,0,4299.645561,6,Compact,9217.333288,silver,38145.45102,1
4136,69,F,1,87,42331,1,0,Rent,80006,9/28/2016,Wednesday,Parking Lot,0,0,62,Phone,1,5885.265666,2,Large,25712.87692,red,12878.49474,0
4139,33,F,1,79,34959,0,1,Own,15033,6/9/2015,Tuesday,Parking Lot,4,0,36,Broker,1,830.3013373,9,Compact,22115.63783,white,11199.70915,1
4140,42,F,1,64,37383,0,0,Own,15001,5/9/2016,Monday,Parking Lot,0,0,6,Broker,1,3834.703512,4,Compact,34099.60516,other,20653.83696,0
4142,72,F,1,17,42771,1,1,Own,85060,9/27/2015,Sunday,Highway,0,0,59,Broker,1,9281.236938,3,Large,59537.41839,black,13062.35286,0
4145,41,F,0,91,37139,1,1,Own,20109,1/3/2015,Saturday,Local,0,0,1,Broker,0,3633.578569,7,Medium,19942.34002,white,10461.55377,1
4146,53,M,0,61,39707,0,0,Rent,15056,4/27/2016,Wednesday,Local,0,1,1,Phone,0,6609.823711,3,Compact,11196.83767,silver,19588.82822,0
4147,50,F,1,86,39118,1,1,Own,20115,5/13/2016,Friday,Highway,0,1,14,Broker,1,8670.415609,3,Large,8663.997971,blue,17188.90897,1
4148,38,M,1,84,36391,1,0,Rent,20165,12/7/2016,Wednesday,Parking Lot,0,0,50,Phone,0,5192.90367,6,Compact,20408.1913,red,39154.05179,0
4149,36,F,1,74,35820,0,0,Own,15035,11/21/2016,Monday,Highway,0,1,45,Broker,0,6817.87673,10,Large,18656.97769,blue,10162.55823,1
4150,38,M,1,81,36359,0,1,Own,85076,2/5/2015,Thursday,Parking Lot,0,0,50,Broker,1,7773.70634,6,Compact,14935.86164,silver,15710.52041,0
4151,29,F,1,85,33666,0,0,Rent,80013,6/7/2015,Sunday,Parking Lot,0,0,97,Online,0,8247.52086,9,Large,18847.66956,white,16480.65523,0
4152,70,M,0,72,42482,0,0,Own,80028,11/30/2015,Monday,Local,1,1,66,Phone,1,1264.909028,5,Large,23772.03118,red,20371.70075,0
4153,30,M,1,49,34022,1,0,Rent,15047,11/8/2015,Sunday,Parking Lot,0,0,50,Broker,0,6424.171574,3,Compact,15265.10537,silver,12966.8881,0
4154,36,M,1,87,35813,0,1,Rent,50002,3/22/2015,Sunday,Highway,1,0,87,Broker,1,4519.260217,3,Compact,25052.64061,red,26791.22301,1
4155,30,F,0,28,34022,1,1,Rent,50054,11/28/2016,Monday,Local,0,0,86,Online,1,3813.502538,8,Compact,30364.3777,blue,12579.46779,0
4156,46,M,0,48,38305,1,1,Own,80041,2/21/2015,Saturday,Parking Lot,0,0,42,Phone,0,3498.113867,5,Large,21498.28879,gray,46912.50714,0
4157,24,M,1,89,31755,1,0,Rent,20103,6/9/2015,Tuesday,Parking Lot,0,0,24,Online,0,5387.74562,6,Compact,22983.81595,black,46269.36385,0
4160,30,F,1,97,34017,0,1,Own,85008,5/10/2016,Tuesday,Local,0,0,70,Broker,0,2875.235315,3,Medium,27108.7166,silver,17091.86657,0
4161,40,F,1,90,36899,1,0,Own,85036,9/9/2016,Friday,Parking Lot,0,0,96,Broker,1,2307.313864,6,Large,34632.87355,blue,24678.00774,0
4162,41,M,0,84,37136,0,0,Own,20134,9/14/2016,Wednesday,Highway,0,0,34,Broker,0,5296.204023,5,Large,38724.31163,silver,40982.40892,1
4163,29,F,1,58,33676,1,1,Rent,20138,7/5/2016,Tuesday,Highway,0,0,100,Online,1,6696.583405,3,Medium,13328.91984,red,9597.039883,0
4164,37,M,1,44,36113,1,1,Own,20159,3/21/2015,Saturday,Highway,0,1,5,Broker,1,3690.002065,3,Compact,7436.930205,red,21320.97516,0
4165,61,F,0,93,41106,0,0,Rent,85005,3/2/2015,Monday,Local,1,0,60,Broker,0,5473.884144,1,Medium,20059.50207,blue,10906.0815,0
4166,29,F,1,86,33688,1,1,Rent,20151,7/6/2015,Monday,Local,1,0,75,Online,1,6230.109637,3,Large,47252.61877,white,33866.42269,0
4167,38,F,0,50,36371,1,1,Own,80011,8/20/2016,Saturday,Highway,0,0,45,Online,1,6447.707007,9,Compact,14717.98529,blue,22446.26696,0
4169,36,F,0,79,35806,0,1,Rent,85062,3/7/2015,Saturday,Parking Lot,0,0,0,Broker,1,9466.746118,10,Large,14459.12718,other,44124.80721,1
4170,29,M,1,87,33676,1,0,Own,15010,12/7/2016,Wednesday,Highway,3,0,0,Broker,1,7886.467546,5,Compact,11700.49205,red,49918.56626,0
4171,55,F,1,58,40079,1,1,Own,50054,10/6/2016,Thursday,Local,0,0,92,Phone,1,9714.648299,3,Compact,10561.94061,red,26939.04922,0
4172,46,M,0,91,38296,1,1,Own,85080,4/6/2015,Monday,Local,0,0,94,Phone,1,7132.386743,7,Large,4834.270499,white,5449.914354,0
4174,29,M,1,81,33672,1,0,Rent,15022,7/8/2016,Friday,Parking Lot,0,0,99,Phone,0,6230.588538,2,Medium,14933.85243,other,10938.42629,0
4175,32,F,0,50,34666,1,1,Own,85027,5/3/2016,Tuesday,Parking Lot,1,0,33,Phone,1,4586.022909,6,Large,15198.15997,white,34091.81182,0
4176,51,M,1,55,39335,1,1,Rent,85031,5/2/2015,Saturday,Highway,1,0,93,Broker,1,3702.592141,4,Compact,15581.19359,red,9497.060829,1
4177,39,F,1,60,36646,0,1,Rent,15026,4/9/2016,Saturday,Highway,0,0,84,Broker,1,3798.556447,3,Medium,17924.63964,gray,19142.83663,1
4178,21,F,0,79,30458,1,1,Rent,15006,1/31/2015,Saturday,Local,3,1,6,Online,1,5186.119279,10,Large,5794.36291,silver,78684.52201,0
4179,34,M,0,89,35256,1,1,Own,15001,6/15/2016,Wednesday,Parking Lot,2,0,3,Broker,1,2060.196964,3,Medium,43131.63311,silver,25593.08777,0
4180,61,M,1,89,41104,1,1,Own,50025,1/2/2016,Saturday,Local,1,0,82,Broker,1,4630.6545,9,Large,29224.89665,gray,13477.08366,0
4182,35,F,1,90,35541,1,1,Own,80109,8/19/2015,Wednesday,Highway,0,0,87,Phone,1,2372.865799,8,Large,45389.29014,other,23689.85679,0
4183,23,F,0,82,31345,0,0,Rent,85045,10/12/2015,Monday,Parking Lot,1,1,66,Online,1,6403.831804,5,Large,29792.25219,black,17023.71217,0
4185,54,F,1,70,39876,1,1,Rent,15010,5/7/2016,Saturday,Local,0,0,76,Broker,1,3352.313601,8,Compact,14167.86408,gray,43583.41899,0
4188,51,F,0,70,39319,1,1,Own,80015,6/27/2015,Saturday,Parking Lot,0,0,97,Broker,0,2347.303821,6,Medium,12169.94131,gray,41506.00835,0
4190,52,M,1,87,39512,0,1,Own,15015,8/1/2016,Monday,Highway,1,0,58,Broker,0,6967.644677,8,Large,26215.79907,white,18620.09866,0
4191,48,M,0,54,38712,0,0,Own,20149,2/14/2016,Sunday,Parking Lot,0,0,76,Phone,1,2257.265766,5,Compact,17193.39751,gray,6396.71359,0
4192,65,M,1,87,41741,1,1,Own,85026,10/18/2015,Sunday,Highway,0,0,26,Online,1,6177.672641,5,Compact,20066.39726,white,13612.41193,0
4195,35,F,0,89,35550,0,1,Own,85062,4/6/2015,Monday,Highway,0,1,50,Broker,0,5491.108485,7,Medium,19205.77246,red,29225.33674,0
4198,35,F,1,76,35565,1,1,Own,85046,9/3/2015,Thursday,Highway,0,0,68,Broker,1,7328.688017,7,Compact,36841.19678,blue,9566.898093,0
4199,50,M,0,95,39124,1,1,Rent,20151,9/11/2015,Friday,Highway,0,1,58,Broker,0,8676.968339,2,Compact,14723.00013,black,53261.55711,0
4201,35,M,1,87,35548,0,0,Own,80015,4/16/2016,Saturday,Parking Lot,2,1,17,Broker,1,7860.653989,5,Medium,31394.49381,blue,17887.74399,0
4202,55,M,1,77,40070,1,1,Own,15038,2/24/2015,Tuesday,Parking Lot,0,0,18,Phone,1,6379.492176,10,Compact,26556.91821,blue,25624.85221,0
4203,63,M,1,87,41411,1,1,Rent,20148,11/11/2016,Friday,Parking Lot,1,0,59,Broker,0,3021.029947,4,Compact,14345.17083,red,22217.73685,0
4204,38,F,1,67,36400,1,0,Own,15012,10/30/2016,Sunday,Parking Lot,1,0,50,Broker,1,3271.713673,7,Medium,19642.14776,red,63225.18352,0
4207,54,F,0,73,39894,0,0,Rent,15056,3/24/2015,Tuesday,Local,0,0,47,Broker,0,2871.412012,3,Compact,9950.998639,silver,18710.73194,0
4209,55,M,1,70,40095,0,1,Rent,20110,9/20/2015,Sunday,Local,0,1,11,Phone,0,5414.512661,5,Medium,23675.30614,blue,14993.13714,0
4210,50,M,1,74,39130,1,0,Rent,85066,6/17/2016,Friday,Local,1,0,9,Broker,0,2878.975019,3,Medium,26480.55726,other,14442.86706,0
4213,47,F,0,81,38511,1,0,Own,50054,8/5/2015,Wednesday,Local,0,0,93,Broker,0,2650.569056,4,Medium,23054.16849,gray,16638.51537,0
4214,42,M,1,80,37389,1,1,Own,15045,3/16/2016,Wednesday,Local,0,1,21,Online,0,5126.384644,3,Medium,12571.29787,black,7836.556725,0
4216,61,F,1,84,41107,1,0,Rent,50002,8/30/2015,Sunday,Highway,0,1,69,Broker,1,3557.473463,8,Large,13521.4426,gray,46914.41641,0
4217,51,M,1,43,39306,1,1,Own,80106,2/16/2015,Monday,Local,0,0,95,Broker,0,4921.842599,3,Compact,5717.00138,blue,18412.22076,0
4218,50,F,1,67,39119,1,0,Rent,50058,10/3/2015,Saturday,Highway,0,0,50,Phone,0,5623.047091,6,Medium,16973.45171,white,21703.19145,0
4221,57,M,1,91,40441,1,0,Rent,50034,4/16/2015,Thursday,Highway,0,0,14,Phone,1,6219.547285,7,Medium,18506.93749,red,37369.13158,0
4222,30,M,0,49,34000,0,1,Own,80031,9/13/2016,Tuesday,Local,0,0,11,Broker,0,6690.506206,2,Compact,7935.637644,gray,28248.26454,0
4223,38,F,1,83,36382,1,1,Rent,80025,8/20/2016,Saturday,Local,0,0,4,Broker,1,2891.255471,3,Medium,27918.76834,blue,19952.97893,0
4224,51,M,1,49,39318,1,0,Own,85077,2/14/2015,Saturday,Local,0,0,2,Broker,1,4803.55783,10,Medium,15046.08889,black,14061.66938,0
4225,35,M,1,75,35563,0,1,Own,85015,12/8/2016,Thursday,Local,0,0,89,Broker,0,1868.450879,7,Compact,22277.79201,white,40056.98013,0
4228,61,F,1,63,41123,1,0,Rent,15010,2/15/2015,Sunday,Local,0,1,51,Phone,1,4119.542726,5,Compact,57616.13545,red,36687.00748,0
4232,47,M,0,89,38499,1,1,Rent,50002,7/6/2016,Wednesday,Local,0,0,73,Broker,0,11623.55669,7,Medium,16692.24867,black,25306.87157,0
4234,29,M,1,89,33671,1,1,Own,80045,5/10/2016,Tuesday,Parking Lot,1,1,3,Online,1,4382.046081,7,Compact,29992.8789,silver,17731.97003,0
4235,44,F,0,87,37844,1,1,Own,15050,1/10/2015,Saturday,Parking Lot,0,0,85,Phone,1,2811.570159,6,Medium,3333.279111,red,11990.08689,0
4237,50,F,0,49,39130,1,0,Rent,20156,2/23/2016,Tuesday,Local,1,1,100,Broker,1,3672.06049,2,Large,22671.89492,other,6966.000781,0
4238,44,M,1,71,37839,0,1,Own,20163,9/10/2015,Thursday,Local,0,0,47,Broker,0,5882.632578,7,Compact,15852.89826,gray,34062.57367,0
4241,26,F,1,88,32578,0,0,Own,80035,8/15/2015,Saturday,Local,0,0,87,Online,0,6221.460399,5,Medium,17134.96383,black,30048.47693,0
4243,39,F,1,84,36658,1,1,Own,20148,7/23/2015,Thursday,Parking Lot,0,1,96,Broker,0,8206.340056,2,Medium,19157.98807,red,5428.490067,0
4245,51,F,0,73,39322,1,0,Own,20115,2/11/2015,Wednesday,Parking Lot,0,0,14,Broker,1,1814.984686,2,Compact,41587.06072,white,12810.29136,0
4246,57,M,1,77,40444,1,0,Rent,20132,1/25/2016,Monday,Parking Lot,0,0,1,Broker,0,3289.486705,8,Compact,10850.39581,silver,21174.76236,0
4247,27,F,1,49,32962,0,1,Rent,80002,1/21/2016,Thursday,Parking Lot,0,0,0,Phone,1,2570.770272,8,Medium,13423.43146,white,22894.09829,1
4248,44,M,1,75,37836,1,1,Own,80038,6/10/2015,Wednesday,Parking Lot,2,1,54,Broker,1,11209.81447,5,Medium,22038.77821,white,69351.63934,0
4249,60,M,0,84,40955,1,1,Rent,80022,4/1/2015,Wednesday,Parking Lot,0,0,87,Broker,1,1733.962999,3,Medium,19973.55708,black,33245.6583,0
4251,45,F,1,72,38061,1,1,Own,20155,1/30/2016,Saturday,Parking Lot,2,1,14,Broker,1,2882.762691,6,Medium,19624.02601,other,13913.61,0
4252,28,F,1,88,33301,1,1,Rent,50047,8/28/2015,Friday,Local,0,1,63,Phone,1,4159.007375,6,Large,15448.87426,other,29435.26558,0
4253,40,M,1,70,36881,1,1,Rent,80013,10/28/2015,Wednesday,Local,0,1,93,Broker,1,2682.205156,4,Large,17026.44534,gray,38823.97979,0
4254,50,F,1,78,39116,1,1,Rent,85004,5/25/2015,Monday,Parking Lot,0,0,100,Broker,0,8366.797429,3,Compact,28439.9397,gray,22518.58352,0
4255,25,M,1,59,32185,0,1,Own,20109,7/29/2015,Wednesday,Parking Lot,1,0,68,Online,1,4322.387251,2,Compact,28999.66566,silver,21978.1247,0
4257,39,M,1,45,36647,1,0,Own,85045,11/12/2016,Saturday,Local,1,0,50,Phone,1,5218.93253,4,Medium,18818.91657,blue,24459.54193,0
4258,27,F,0,91,32944,1,1,Rent,20146,6/17/2016,Friday,Parking Lot,0,0,54,Online,0,8469.333524,8,Compact,17118.61914,white,44315.09206,0
4259,58,M,1,70,40582,0,1,Own,20138,10/13/2015,Tuesday,Local,0,0,95,Broker,1,4956.355427,10,Compact,16918.70687,black,17649.87797,0
4261,38,M,0,94,36369,1,1,Own,85074,12/17/2015,Thursday,Highway,3,0,73,Broker,1,4651.169125,6,Medium,17591.22196,red,29508.63042,0
4263,52,M,1,85,39519,1,1,Own,20163,9/30/2015,Wednesday,Local,1,0,2,Broker,1,5089.719854,3,Medium,14092.79301,black,28738.13968,0
4265,56,F,1,80,40253,0,1,Rent,50025,9/29/2016,Thursday,Parking Lot,0,0,94,Broker,0,5607.134909,2,Medium,20321.66213,blue,17441.16838,0
4268,36,M,0,61,35842,1,1,Rent,15018,5/27/2015,Wednesday,Highway,0,1,64,Phone,1,6218.588647,3,Compact,9916.931265,white,21810.19439,1
4271,54,M,1,81,39890,0,1,Rent,20149,8/26/2016,Friday,Parking Lot,0,0,50,Broker,1,3725.762279,5,Medium,15765.91694,gray,21245.25936,0
4273,45,F,1,68,38080,0,0,Rent,50054,12/29/2016,Thursday,Local,0,0,78,Phone,0,5942.124678,6,Compact,13497.33482,white,10545.5556,0
4274,39,M,0,65,36630,1,0,Own,85027,2/23/2015,Monday,Local,0,1,76,Phone,0,5042.213431,3,Compact,14643.83959,white,16586.48889,0
4276,24,M,0,80,31795,1,1,Own,20129,6/12/2015,Friday,Local,0,0,50,Phone,1,4907.322407,9,Compact,65144.2208,red,14391.77373,0
4280,37,M,1,57,36116,1,1,Own,20129,8/18/2016,Thursday,Parking Lot,2,0,0,Broker,1,4126.041579,8,Medium,11427.09784,red,12536.82091,0
4281,41,F,1,81,37144,0,0,Own,50025,6/28/2016,Tuesday,Local,0,0,65,Phone,0,5529.852807,9,Medium,25997.20059,black,14674.62678,0
4282,40,M,0,76,36876,0,0,Rent,80011,9/17/2015,Thursday,Local,0,0,26,Phone,0,5526.696278,2,Large,7894.455706,silver,15480.03734,0
4284,36,F,0,59,35826,1,1,Rent,20104,9/15/2016,Thursday,Parking Lot,1,0,21,Broker,1,6567.120054,6,Large,38144.58733,white,29967.92093,0
4286,55,M,1,43,40067,1,1,Own,20140,8/15/2016,Monday,Parking Lot,0,0,4,Broker,0,3755.729605,4,Compact,28928.94423,other,12921.0294,0
4287,47,M,1,66,38511,0,1,Own,15007,8/9/2015,Sunday,Parking Lot,1,0,44,Phone,1,5687.976203,6,Compact,20550.71288,blue,18121.87849,0
4289,25,F,1,81,32195,1,0,Rent,15030,5/12/2016,Thursday,Highway,0,0,1,Online,0,10735.48839,4,Large,25291.29314,white,39574.38655,0
4291,47,M,1,35,38519,1,0,Own,80028,4/22/2015,Wednesday,Parking Lot,1,0,92,Phone,0,6580.872985,1,Compact,17790.07624,white,17990.46661,0
4292,66,F,1,70,41901,1,0,Own,50009,2/8/2015,Sunday,Parking Lot,0,0,20,Phone,1,3899.501589,6,Medium,18404.82083,black,43248.3692,0
4293,52,F,1,82,39508,1,1,Rent,15001,11/2/2016,Wednesday,Local,0,0,26,Broker,0,4587.221863,6,Large,4443.295945,silver,24701.10963,0
4297,49,M,0,66,38927,0,0,Own,85051,9/8/2016,Thursday,Parking Lot,0,0,99,Online,1,7169.897805,4,Large,30129.31817,white,12828.15516,0
4298,48,M,1,80,38708,1,1,Rent,15046,8/3/2016,Wednesday,Parking Lot,0,0,43,Broker,1,4554.708503,4,Compact,17348.27965,other,28247.85832,0
